,row number,USRN ID,Street Name,Authority Name,Administrative area,Town,NodeCount,Node Locations,Links
19170,1022435,usrn21104563,GLADSTONE AVENUE,Haringey,HARINGEY,LONDON,2,"[(54.631011, -5.250583), (54.631117, -5.250555), (54.631191, -5.250588), (54.631984, -5.251308), (54.632397, -5.251663), (54.631984, -5.251308), (54.63201, -5.251219), (54.634701, -5.251518), (54.63473, -5.251459), (54.634734, -5.251452), (54.634779, -5.251412), (54.634785, -5.251407), (54.634824, -5.251402), (54.634701, -5.251518), (54.634746, -5.251533), (54.634754, -5.251536), (54.634809, -5.251484), (54.634811, -5.251476), (54.634824, -5.251402), (54.631816, -5.251049), (54.631776, -5.251015), (54.631654, -5.250914), (54.631324, -5.250638), (54.631235, -5.250604), (54.631191, -5.250588), (54.639255, -5.247272), (54.639098, -5.24743), (54.638867, -5.247641), (54.638554, -5.247929), (54.637374, -5.249028), (54.637208, -5.249183), (54.636147, -5.25017), (54.635898, -5.250414), (54.635307, -5.250971), (54.634902, -5.251326), (54.634824, -5.251402), (54.633879, -5.252313), (54.634044, -5.252157), (54.634208, -5.251995), (54.632958, -5.252143), (54.632985, -5.252057), (54.632958, -5.252143), (54.632893, -5.252088), (54.632828, -5.252032), (54.632763, -5.251977), (54.632641, -5.251872), (54.632519, -5.251768), (54.632464, -5.251721), (54.632397, -5.251663), (54.63201, -5.251219), (54.631816, -5.251049), (54.631816, -5.251049), (54.631191, -5.250588), (54.631229, -5.25063), (54.63128, -5.250688), (54.631457, -5.250848), (54.631627, -5.251), (54.631747, -5.251105), (54.631787, -5.25114), (54.632423, -5.251562), (54.63201, -5.251219), (54.632423, -5.251562), (54.632397, -5.251663), (54.631787, -5.25114), (54.631984, -5.251308), (54.631787, -5.25114), (54.631816, -5.251049), (54.632985, -5.252057), (54.632921, -5.252), (54.632856, -5.251944), (54.632792, -5.251887), (54.632669, -5.251779), (54.632546, -5.251671), (54.632467, -5.251601), (54.632423, -5.251562), (54.632985, -5.252057), (54.633147, -5.252191), (54.633399, -5.2524), (54.633498, -5.252482), (54.63355, -5.252577), (54.63347, -5.25258), (54.633119, -5.252281), (54.632958, -5.252143), (54.634208, -5.251995), (54.634234, -5.251932), (54.634235, -5.251928), (54.634298, -5.25187), (54.634304, -5.251868), (54.634348, -5.251856), (54.634208, -5.251995), (54.634252, -5.251999), (54.63426, -5.252), (54.634323, -5.251948), (54.634329, -5.251925), (54.634348, -5.251856), (54.634348, -5.251856), (54.634701, -5.251518)]","['osgb4000000030102016', 'osgb4000000030102093', 'osgb4000000030253446', 'osgb4000000030253452', 'osgb4000000030253453', 'osgb4000000030253464', 'osgb4000000030253469', 'osgb4000000030253472', 'osgb4000000030357865', 'osgb4000000030357891', 'osgb4000000030463392', 'osgb4000000031003353', 'osgb4000000031003354', 'osgb4000000031003355', 'osgb4000000031003356', 'osgb4000000031003357', 'osgb4000000031003358', 'osgb4000000031003359', 'osgb4000000031003361', 'osgb4000000031003362', 'osgb5000005212413995', 'osgb5000005212413999', 'osgb5000005212418999', 'osgb5000005212419000', 'osgb5000005212419002', 'osgb5000005212419005', 'osgb5000005212419007']"
19171,1022436,usrn21104568,GLENDALE AVENUE,Haringey,HARINGEY,LONDON,9,"[(54.631098, -5.231541), (54.631099, -5.231835), (54.631099, -5.232081), (54.631104, -5.232673), (54.63111, -5.233805), (54.631124, -5.234937), (54.631125, -5.235245), (54.631126, -5.235898), (54.631138, -5.236042)]","['osgb4000000030253846', 'osgb4000000030253847', 'osgb4000000030358239', 'osgb4000000030463385', 'osgb4000000030715383']"
19172,1022437,usrn21104650,HEYBOURNE ROAD,Haringey,HARINGEY,LONDON,5,"[(54.666048, -5.237916), (54.665636, -5.237853), (54.665448, -5.237822), (54.665273, -5.237788), (54.66518, -5.23777)]","['osgb4000000030359161', 'osgb4000000030359163', 'osgb4000000030427344']"
19173,1022438,usrn21104658,HOLLINGTON ROAD,Haringey,HARINGEY,LONDON,9,"[(54.659823, -5.25245), (54.659818, -5.251658), (54.65982, -5.251565), (54.659825, -5.250728), (54.659826, -5.250666), (54.659829, -5.250574), (54.659843, -5.250229), (54.659853, -5.250002), (54.659852, -5.249707)]","['osgb4000000030254757', 'osgb4000000030358646', 'osgb4000000030359077']"
19174,1022439,usrn21104677,IMPERIAL ROAD,Haringey,HARINGEY,LONDON,3,"[(54.623026, -5.23854), (54.622949, -5.238176), (54.624232, -5.239616), (54.62374, -5.240394), (54.623618, -5.240601), (54.62359, -5.24063), (54.623584, -5.240629), (54.623374, -5.238304), (54.623026, -5.23854), (54.623584, -5.240629), (54.623572, -5.240629), (54.623462, -5.240387), (54.623412, -5.240228), (54.623314, -5.239864), (54.623123, -5.23895), (54.623026, -5.23854), (54.623584, -5.240629), (54.623595, -5.240744), (54.6236, -5.240797)]","['osgb4000000030154710', 'osgb4000000030358041', 'osgb4000000030426804', 'osgb4000000030852957', 'osgb4000000030853037']"
19175,1022440,usrn21104772,LYNDHURST ROAD,Haringey,HARINGEY,LONDON,11,"[(54.63489, -5.230292), (54.633855, -5.230331), (54.633362, -5.23035), (54.633036, -5.230362), (54.632775, -5.230372), (54.632496, -5.230376), (54.632282, -5.230379), (54.630967, -5.230399), (54.630697, -5.230409), (54.630687, -5.230409), (54.630364, -5.230429)]","['osgb4000000030712205', 'osgb4000000031083549']"
19176,1022441,usrn21104788,MARLBOROUGH ROAD,Haringey,HARINGEY,LONDON,11,"[(54.626691, -5.229506), (54.626659, -5.229873), (54.626654, -5.229933), (54.62659, -5.230672), (54.626524, -5.231472), (54.626498, -5.231749), (54.626448, -5.232298), (54.626409, -5.232734), (54.626406, -5.232827), (54.626291, -5.234445), (54.626238, -5.235138)]","['osgb4000000030253634', 'osgb4000000030253639', 'osgb4000000030253642', 'osgb4000000030253643', 'osgb5000005209536879', 'osgb5000005221850055']"
19177,1022442,usrn21104794,MARYLAND ROAD,Haringey,HARINGEY,LONDON,8,"[(54.634661, -5.231452), (54.63391, -5.231468), (54.633591, -5.231475), (54.633006, -5.231491), (54.632466, -5.231505), (54.631098, -5.231541), (54.630936, -5.231544), (54.630163, -5.23156)]","['osgb4000000030154830', 'osgb4000000030154844', 'osgb4000000030253848']"
19178,1022443,usrn21104831,MYDDLETON ROAD,Haringey,HARINGEY,LONDON,14,"[(54.629857, -5.23324), (54.629212, -5.233158), (54.628997, -5.233141), (54.628504, -5.233086), (54.628342, -5.233058), (54.627724, -5.232993), (54.626944, -5.232916), (54.62646, -5.232846), (54.626406, -5.232827), (54.626335, -5.232821), (54.625604, -5.232743), (54.625404, -5.232722), (54.625353, -5.232716), (54.624631, -5.232639)]","['osgb4000000030154725', 'osgb4000000030154726', 'osgb4000000030253838', 'osgb4000000030253839', 'osgb4000000030253841', 'osgb4000000030426915', 'osgb4000000030426916', 'osgb5000005209535779']"
19179,1022444,usrn21104836,NEVILLE PLACE,Haringey,HARINGEY,LONDON,7,"[(54.628611, -5.241851), (54.62897, -5.241864), (54.629101, -5.241863), (54.629312, -5.24186), (54.629321, -5.241861), (54.629364, -5.241925), (54.629464, -5.241888)]",['osgb4000000030253794']
19180,1022445,usrn21104887,PALACE ROAD,Haringey,HARINGEY,LONDON,7,"[(54.621547, -5.237028), (54.621809, -5.23663), (54.622472, -5.235638), (54.622664, -5.23535), (54.622811, -5.235129), (54.623019, -5.234774), (54.623084, -5.23467)]","['osgb4000000030154733', 'osgb4000000030476608']"
19181,1022446,usrn21104893,PARK AVENUE,Haringey,HARINGEY,LONDON,11,"[(54.626974, -5.243179), (54.626908, -5.243697), (54.626689, -5.245433), (54.626689, -5.245448), (54.626573, -5.246431), (54.626532, -5.246598), (54.626503, -5.246681), (54.626474, -5.246764), (54.62637, -5.246957), (54.626199, -5.247269), (54.626088, -5.247399), (54.626013, -5.247502), (54.625875, -5.247646), (54.625755, -5.247745), (54.625708, -5.247774), (54.625645, -5.247813), (54.625571, -5.247844), (54.625327, -5.247943), (54.625199, -5.247985), (54.625137, -5.248005), (54.625102, -5.248047), (54.625074, -5.248081), (54.625078, -5.248089), (54.625086, -5.248106), (54.625091, -5.248127), (54.625095, -5.248149), (54.625095, -5.248172), (54.625093, -5.248195), (54.625089, -5.248216), (54.625082, -5.248236), (54.625073, -5.248253), (54.625067, -5.248261), (54.626974, -5.243179), (54.626964, -5.243106), (54.626963, -5.243093), (54.626976, -5.242981), (54.626983, -5.242964), (54.627009, -5.242901), (54.627011, -5.242978), (54.627011, -5.242986), (54.626994, -5.243111), (54.626993, -5.243115), (54.626974, -5.243179)]","['osgb4000000030154706', 'osgb4000000030154707', 'osgb4000000030253596', 'osgb4000000030358033', 'osgb4000000031198524', 'osgb5000005122501022', 'osgb5000005212330638', 'osgb5000005212330641']"
19182,1022447,usrn21104902,PARK ROAD,Haringey,HARINGEY,LONDON,23,"[(54.622811, -5.233781), (54.622709, -5.233897), (54.622514, -5.234145), (54.622448, -5.234248), (54.622011, -5.234977), (54.621846, -5.235254), (54.621829, -5.235283), (54.621559, -5.235745), (54.621525, -5.235802), (54.621502, -5.235833), (54.621227, -5.236196), (54.621162, -5.236284), (54.621077, -5.236417), (54.621021, -5.236505), (54.620965, -5.236578), (54.620919, -5.236637), (54.620873, -5.236664), (54.620773, -5.236687), (54.620738, -5.236684), (54.620694, -5.236681), (54.620587, -5.23661), (54.620534, -5.23656), (54.620508, -5.236511)]","['osgb4000000030154734', 'osgb4000000030358054', 'osgb4000000030358058', 'osgb4000000030426812', 'osgb4000000030463339', 'osgb4000000030719623']"
19183,1022448,usrn21104904,PARK VIEW ROAD,Haringey,HARINGEY,LONDON,2,"[(54.662554, -5.254902), (54.662582, -5.254516), (54.662609, -5.254358), (54.662616, -5.254318), (54.662699, -5.253828), (54.662694, -5.253806), (54.662554, -5.254902), (54.662902, -5.254954), (54.662554, -5.254902), (54.661785, -5.254716), (54.661044, -5.254557), (54.660807, -5.254979), (54.660569, -5.255472), (54.660492, -5.255652), (54.660397, -5.255861), (54.660388, -5.255886), (54.660303, -5.256106), (54.660271, -5.256192), (54.660213, -5.256343), (54.660174, -5.256464), (54.660116, -5.256614), (54.660028, -5.256886), (54.6599, -5.257295), (54.659879, -5.257386), (54.659665, -5.258005), (54.659653, -5.258043), (54.659626, -5.258126), (54.659597, -5.258201), (54.659424, -5.258591), (54.659327, -5.258847), (54.659315, -5.258889), (54.659258, -5.259074), (54.659245, -5.259135), (54.659156, -5.259557), (54.65911, -5.259773), (54.659042, -5.260095), (54.658907, -5.260782), (54.658896, -5.260859), (54.658885, -5.26092), (54.658833, -5.26134), (54.662647, -5.253777), (54.66239, -5.253621), (54.662647, -5.253777), (54.662649, -5.253684), (54.662635, -5.253543), (54.662716, -5.253115), (54.658756, -5.262028), (54.658771, -5.261811), (54.658778, -5.261711), (54.658807, -5.261477), (54.658819, -5.261414), (54.658833, -5.26134), (54.658833, -5.26134), (54.658847, -5.261414), (54.658848, -5.261421), (54.658828, -5.26159), (54.658817, -5.261686), (54.658823, -5.261918), (54.658822, -5.262049), (54.658819, -5.262086), (54.658816, -5.262124), (54.662694, -5.253806), (54.662749, -5.253606), (54.662694, -5.253806), (54.662647, -5.253777)]","['osgb4000000030155084', 'osgb4000000030155105', 'osgb4000000030254320', 'osgb4000000030254323', 'osgb4000000030254357', 'osgb4000000030358629', 'osgb4000000030358631', 'osgb4000000030358668', 'osgb4000000030358670', 'osgb4000000030358671', 'osgb4000000030853067', 'osgb4000000030853134', 'osgb5000005121270404', 'osgb5000005121270414', 'osgb5000005121270436', 'osgb5000005121270474']"
19184,1022449,usrn21104905,PARKHURST ROAD,Haringey,HARINGEY,LONDON,6,"[(54.629332, -5.230006), (54.629327, -5.230145), (54.629291, -5.231196), (54.629269, -5.23169), (54.629234, -5.232582), (54.629212, -5.233158)]","['osgb4000000030253842', 'osgb4000000030253851']"
19185,1022450,usrn21104907,PARKLAND ROAD,Haringey,HARINGEY,LONDON,16,"[(54.628002, -5.250125), (54.628264, -5.250393), (54.628298, -5.250429), (54.628573, -5.250719), (54.628614, -5.250762), (54.628676, -5.250814), (54.628838, -5.250869), (54.628916, -5.250895), (54.629014, -5.250949), (54.629129, -5.25102), (54.629189, -5.25108), (54.629488, -5.251375), (54.629728, -5.251543), (54.629762, -5.251567), (54.630015, -5.25182), (54.630145, -5.252)]","['osgb4000000030154592', 'osgb4000000030426729', 'osgb4000000030852984']"
19186,1022451,usrn21104911,PARTRIDGE WAY,Haringey,HARINGEY,LONDON,10,"[(54.625142, -5.240892), (54.625206, -5.240658), (54.625227, -5.240605), (54.625264, -5.240562), (54.625362, -5.240532), (54.625717, -5.240424), (54.62579, -5.240402), (54.625879, -5.240392), (54.625913, -5.240388), (54.626, -5.24038)]","['osgb4000000030253610', 'osgb4000000030426805']"
19187,1022452,usrn21104917,PELLATT GROVE,Haringey,HARINGEY,LONDON,30,"[(54.630266, -5.245516), (54.630564, -5.245463), (54.63107, -5.245379), (54.631115, -5.245352), (54.631161, -5.245309), (54.631228, -5.24519), (54.631437, -5.244742), (54.631503, -5.244623), (54.63154, -5.244595), (54.631632, -5.24454), (54.63165, -5.244526), (54.631753, -5.244511), (54.631858, -5.244496), (54.631921, -5.24447), (54.631976, -5.244444), (54.632004, -5.244399), (54.632069, -5.244312), (54.632088, -5.244282), (54.632126, -5.244192), (54.632139, -5.244153), (54.632175, -5.244041), (54.632212, -5.243914), (54.632258, -5.243753), (54.632284, -5.243693), (54.632322, -5.243603), (54.632444, -5.243427), (54.632644, -5.242994), (54.632693, -5.242858), (54.632703, -5.242823), (54.632762, -5.242615)]","['osgb4000000030154805', 'osgb4000000030253798', 'osgb4000000030253808', 'osgb4000000031083572']"
19188,1022453,usrn21104940,PROGRESS WAY,Haringey,HARINGEY,LONDON,19,"[(54.633754, -5.242865), (54.633532, -5.24308), (54.633486, -5.243107), (54.633468, -5.243121), (54.633441, -5.243119), (54.633379, -5.243099), (54.63334, -5.243073), (54.633246, -5.24301), (54.63318, -5.242957), (54.633087, -5.242881), (54.633046, -5.242847), (54.632955, -5.242773), (54.632762, -5.242615), (54.632709, -5.242578), (54.632677, -5.242555), (54.632464, -5.242405), (54.632268, -5.242266), (54.632148, -5.242217), (54.631894, -5.242112)]","['osgb4000000030154807', 'osgb4000000030253823', 'osgb4000000030358225']"
19189,1022454,usrn21104970,REDVERS ROAD,Haringey,HARINGEY,LONDON,5,"[(54.631502, -5.248684), (54.631822, -5.249841), (54.631854, -5.249957), (54.631945, -5.250284), (54.632144, -5.251009)]","['osgb4000000030253444', 'osgb4000000030253450', 'osgb4000000030426735']"
19190,1022455,usrn21105055,SOMERFORD GROVE,Haringey,HARINGEY,LONDON,2,"[(54.661307, -5.237353), (54.66132, -5.237881)]",['osgb4000000030427319']
19191,1022456,usrn21105080,ST MICHAELS TERRACE,Haringey,HARINGEY,LONDON,8,"[(54.624471, -5.247007), (54.624564, -5.246922), (54.624674, -5.246822), (54.624904, -5.246608), (54.625199, -5.246337), (54.625301, -5.246252), (54.625329, -5.246192), (54.62533, -5.246146)]","['osgb4000000030358036', 'osgb4000000030358037']"
19192,1022457,usrn21105091,STATION ROAD,Haringey,HARINGEY,LONDON,4,"[(54.630252, -5.248969), (54.630265, -5.24893), (54.63029, -5.24885), (54.630311, -5.248767), (54.63032, -5.248725), (54.63033, -5.248665), (54.630337, -5.248622), (54.630342, -5.248577), (54.63035, -5.248497), (54.630374, -5.248257), (54.630252, -5.248969), (54.630217, -5.248983), (54.630091, -5.249034), (54.629685, -5.249199), (54.629418, -5.249308), (54.62939, -5.249321), (54.629218, -5.249385), (54.628969, -5.249502), (54.628853, -5.249557), (54.628735, -5.24961), (54.628698, -5.249638), (54.628589, -5.249706), (54.628482, -5.249786), (54.628439, -5.249818), (54.628352, -5.249884), (54.628139, -5.250043), (54.628038, -5.250112), (54.628002, -5.250125), (54.627973, -5.250137), (54.630574, -5.248902), (54.630551, -5.248907), (54.63053, -5.248911), (54.630505, -5.248916), (54.630505, -5.248916), (54.630467, -5.248875), (54.63045, -5.248856), (54.630385, -5.248876), (54.63037, -5.248898), (54.630337, -5.24895), (54.630505, -5.248916), (54.630467, -5.248958), (54.630458, -5.248968), (54.630393, -5.248987), (54.630379, -5.248977), (54.630337, -5.24895), (54.627041, -5.249778), (54.627078, -5.249824), (54.627102, -5.249855), (54.62716, -5.249887), (54.62721, -5.249914), (54.627221, -5.249911), (54.627266, -5.249899), (54.627041, -5.249778), (54.62665, -5.249567), (54.626455, -5.249459), (54.625968, -5.249187), (54.625844, -5.249113), (54.62584, -5.249111), (54.62576, -5.249063), (54.625729, -5.249045), (54.62572, -5.249039), (54.625701, -5.249021), (54.625605, -5.248929), (54.625534, -5.248861), (54.625466, -5.248785), (54.625404, -5.248716), (54.625381, -5.248687), (54.625162, -5.24841), (54.625067, -5.248261), (54.625063, -5.248267), (54.625051, -5.248276), (54.625038, -5.248282), (54.625029, -5.248283), (54.625023, -5.248283), (54.625011, -5.24828), (54.624999, -5.248272), (54.624987, -5.248261), (54.624977, -5.248245), (54.624969, -5.248227), (54.624964, -5.248206), (54.624961, -5.248184), (54.62496, -5.248164), (54.62496, -5.248158), (54.624962, -5.248138), (54.624966, -5.248117), (54.624973, -5.248097), (54.624982, -5.24808), (54.627805, -5.250191), (54.627723, -5.250149), (54.627661, -5.250113), (54.627292, -5.249914), (54.627266, -5.249899), (54.625074, -5.248081), (54.625067, -5.248072), (54.625056, -5.248061), (54.625044, -5.248053), (54.625031, -5.24805), (54.625017, -5.248051), (54.625005, -5.248057), (54.624992, -5.248067), (54.624982, -5.24808), (54.627973, -5.250137), (54.627954, -5.250185), (54.62788, -5.250227), (54.627805, -5.250191), (54.627973, -5.250137), (54.627937, -5.2501), (54.627856, -5.250145), (54.627805, -5.250191), (54.627266, -5.249899), (54.627236, -5.249842), (54.627228, -5.249827), (54.627117, -5.249763), (54.627086, -5.249769), (54.627041, -5.249778), (54.624982, -5.24808), (54.624827, -5.24781), (54.624538, -5.247183), (54.624471, -5.247007), (54.630337, -5.24895), (54.630305, -5.248956), (54.630261, -5.248965), (54.630252, -5.248969)]","['osgb4000000030154503', 'osgb4000000030253438', 'osgb4000000030253600', 'osgb4000000030357861', 'osgb4000000030357862', 'osgb4000000030426726', 'osgb4000000030426727', 'osgb4000000030426728', 'osgb4000000031261460', 'osgb4000000031261464', 'osgb5000005122501024', 'osgb5000005122501026', 'osgb5000005122501032', 'osgb5000005170889830', 'osgb5000005209477375', 'osgb5000005209477376', 'osgb5000005209477377', 'osgb5000005209477378', 'osgb5000005212419001', 'osgb5000005212419003', 'osgb5000005212419006', 'osgb5000005212419008']"
19193,1022458,usrn21105102,STONELEIGH ROAD,Haringey,HARINGEY,LONDON,5,"[(54.655924, -5.25855), (54.655944, -5.258599), (54.655892, -5.259116), (54.655924, -5.25855), (54.655944, -5.258505), (54.656006, -5.2579), (54.65607, -5.257283), (54.656093, -5.257083), (54.656135, -5.256854), (54.656166, -5.256701), (54.656232, -5.25637), (54.656267, -5.256195), (54.656322, -5.255923), (54.656364, -5.255709), (54.656365, -5.255647), (54.656423, -5.254504), (54.655403, -5.258346), (54.655545, -5.258388), (54.655686, -5.258464), (54.65588, -5.258569), (54.655924, -5.25855)]","['osgb4000000030155086', 'osgb4000000030254340', 'osgb4000000030358637', 'osgb4000000030358648', 'osgb4000000030358650', 'osgb4000000031245793', 'osgb4000000031246914', 'osgb4000000031246915']"
19194,1022459,usrn21105108,STUART CRESCENT,Haringey,HARINGEY,LONDON,2,"[(54.630311, -5.246109), (54.630271, -5.245583), (54.630266, -5.245516), (54.630224, -5.244382), (54.630225, -5.244351), (54.630222, -5.244203), (54.630217, -5.243963), (54.630223, -5.243762), (54.630245, -5.243608), (54.630265, -5.243517), (54.630316, -5.243319), (54.630402, -5.243109), (54.630564, -5.242766), (54.630593, -5.242706), (54.630593, -5.242706), (54.63064, -5.242617), (54.630717, -5.242445), (54.630745, -5.242374), (54.630508, -5.242529), (54.630593, -5.242706)]","['osgb4000000030253791', 'osgb4000000030253795', 'osgb4000000030358202', 'osgb4000000030426897', 'osgb4000000030426904']"
