row number,USRN ID,Street Name,Authority Name,Administrative area,Town,Location
13972,usrn20008600,CHURCH CRESCENT,Barnet,BARNET,LONDON,"[(54.573862, -5.23883), (54.574106, -5.239198), (54.574112, -5.239208), (54.574113, -5.239209), (54.574285, -5.239468), (54.574405, -5.239678), (54.57443, -5.239758), (54.574497, -5.239949), (54.574521, -5.240044), (54.574538, -5.240107), (54.574558, -5.240356), (54.574566, -5.240388), (54.574582, -5.240466), (54.574606, -5.240561), (54.574623, -5.240593), (54.57503, -5.241198), (54.575152, -5.241347), (54.575168, -5.241361), (54.575213, -5.241399), (54.575231, -5.241416), (54.575249, -5.241402), (54.575315, -5.241314), (54.575396, -5.241147), (54.575398, -5.241141), (54.575676, -5.240569), (54.575895, -5.240137), (54.576094, -5.239735), (54.57655, -5.238843)]"
13973,usrn20008620,CHURCH CRESCENT,Barnet,BARNET,LONDON,"[(54.596197, -5.199275), (54.597182, -5.198423), (54.59721, -5.198394), (54.597246, -5.198397), (54.597264, -5.198398), (54.597289, -5.198447), (54.597717, -5.199951), (54.598416, -5.202081)]"
13980,usrn20009060,THE CIRCLE,Barnet,BARNET,LONDON,"[(54.540168, -5.217385), (54.539819, -5.216987)]"
13981,usrn20009140,CLAIRE COURT,Barnet,BARNET,LONDON,"[(54.587825, -5.20558), (54.58785, -5.205184), (54.587846, -5.205153), (54.587834, -5.205133), (54.58778, -5.205117), (54.587674, -5.205046), (54.587621, -5.205011), (54.587514, -5.204972), (54.58738, -5.204915)]"
13985,usrn20009300,CLAVERLEY VILLAS,Barnet,BARNET,LONDON,"[(54.581364, -5.235688), (54.58141, -5.235637), (54.581777, -5.235016)]"
13986,usrn20009340,CLAYBROOK CLOSE,Barnet,BARNET,LONDON,"[(54.591725, -5.252977), (54.591601, -5.253246), (54.591583, -5.253275), (54.591518, -5.253347), (54.591481, -5.253391), (54.591476, -5.2534), (54.591469, -5.253417), (54.591337, -5.25372)]"
13989,usrn20009620,CLOVELLY AVENUE,Barnet,BARNET,LONDON,"[(54.545456, -5.258676), (54.545579, -5.25773), (54.54563, -5.257177), (54.545669, -5.256716), (54.545717, -5.256256)]"
13992,usrn20009705,COLEBROOK CLOSE,Barnet,BARNET,LONDON,"[(54.566142, -5.227495), (54.566219, -5.228071), (54.566142, -5.227495), (54.56623, -5.227461), (54.565989, -5.227545), (54.566008, -5.227538), (54.566017, -5.227535), (54.566142, -5.227495)]"
13994,usrn20009760,COLIN CLOSE,Barnet,BARNET,LONDON,"[(54.543155, -5.26172), (54.543099, -5.26164), (54.543048, -5.261564), (54.542892, -5.261335), (54.542738, -5.261029), (54.54264, -5.260812), (54.542634, -5.2608), (54.542475, -5.260451)]"
13998,usrn20009880,COLINDEEP GARDENS,Barnet,BARNET,LONDON,"[(54.552805, -5.264337), (54.55281, -5.264308), (54.552922, -5.263822), (54.553027, -5.263289)]"
14000,usrn20009907,PEMBROKE MEWS,Barnet,BARNET,LONDON,"[(54.552175, -5.262185), (54.552171, -5.262253), (54.552162, -5.262389), (54.552224, -5.259698), (54.552083, -5.260259), (54.552062, -5.260366), (54.552059, -5.260505), (54.552058, -5.260861), (54.552065, -5.260939), (54.552078, -5.261141), (54.552123, -5.261469), (54.552186, -5.261799), (54.552209, -5.26194), (54.552207, -5.262002), (54.552196, -5.262078), (54.552175, -5.262185), (54.552099, -5.262349), (54.55211, -5.262288), (54.552128, -5.262259), (54.552144, -5.262234), (54.552175, -5.262185)]"
14001,usrn20009908,PEMBROKE MEWS,Barnet,BARNET,LONDON,"[(54.552162, -5.262389), (54.552267, -5.262455), (54.552312, -5.262459), (54.552421, -5.262421), (54.552512, -5.262351), (54.552568, -5.262309), (54.552605, -5.262266), (54.552863, -5.262023), (54.55291, -5.26195), (54.552929, -5.261905), (54.552958, -5.26183), (54.55296, -5.261768), (54.552961, -5.261706), (54.552964, -5.261629), (54.552948, -5.261551), (54.552931, -5.261487), (54.552897, -5.261423), (54.552836, -5.261341), (54.552801, -5.261307), (54.552757, -5.261288), (54.552703, -5.261283), (54.552658, -5.261295), (54.552621, -5.261323), (54.552584, -5.261351), (54.552556, -5.261396), (54.552518, -5.261485), (54.552497, -5.261592), (54.552482, -5.261807), (54.552479, -5.261931)]"
14007,usrn20010240,COPPICE WALK,Barnet,BARNET,LONDON,"[(54.581884, -5.198895), (54.581505, -5.198602), (54.581366, -5.198483), (54.581109, -5.198272), (54.581036, -5.198218), (54.580925, -5.198123), (54.58068, -5.197841), (54.580524, -5.197643), (54.580445, -5.197575), (54.580285, -5.1975), (54.579839, -5.197342), (54.579767, -5.197336), (54.579697, -5.197356)]"
14010,usrn20010280,COPTHALL DRIVE,Barnet,BARNET,LONDON,"[(54.55201, -5.228141), (54.552021, -5.226719), (54.552037, -5.226457), (54.552142, -5.225583), (54.552153, -5.225476), (54.552193, -5.225325), (54.552271, -5.22513), (54.55266, -5.224371), (54.552833, -5.224047)]"
14011,usrn20010300,COPTHALL GARDENS,Barnet,BARNET,LONDON,"[(54.552858, -5.225965), (54.552815, -5.226302), (54.552817, -5.22655), (54.552823, -5.226658), (54.552871, -5.226894), (54.55291, -5.227114), (54.55292, -5.227408), (54.552974, -5.227753)]"
14012,usrn20010390,CORRIGAN CLOSE,Barnet,BARNET,LONDON,"[(54.5624, -5.255868), (54.562332, -5.255322), (54.562334, -5.25526), (54.562402, -5.255065), (54.562405, -5.254957), (54.562382, -5.254816), (54.562335, -5.254549), (54.562226, -5.254213), (54.562108, -5.253943)]"
14017,usrn20010460,COTMAN CLOSE,Barnet,BARNET,LONDON,"[(54.585113, -5.276755), (54.58499, -5.276312), (54.584834, -5.275788)]"
14019,usrn20010500,COTSWOLD GATE,Barnet,BARNET,LONDON,"[(54.567816, -5.295839), (54.567866, -5.295642), (54.567876, -5.295596), (54.567914, -5.295522), (54.568251, -5.295039)]"
14021,usrn20010530,COURTGATE CLOSE,Barnet,BARNET,LONDON,"[(54.547141, -5.219069), (54.546904, -5.21913), (54.546886, -5.219135), (54.54682, -5.219151), (54.546761, -5.21915), (54.546715, -5.21914), (54.546678, -5.219149), (54.546641, -5.219193), (54.54662, -5.219256), (54.546571, -5.219605), (54.546548, -5.219665), (54.54652, -5.219709), (54.546479, -5.219737), (54.54625, -5.219842)]"
14022,usrn20010540,COURTHOUSE GARDENS,Barnet,BARNET,LONDON,"[(54.581799, -5.223424), (54.581685, -5.223987), (54.581667, -5.224048), (54.581616, -5.224214), (54.581577, -5.224335), (54.58127, -5.225069), (54.581251, -5.225114), (54.58124, -5.22516), (54.581183, -5.225619), (54.58117, -5.225758), (54.581156, -5.226314), (54.581155, -5.226329), (54.581152, -5.226437), (54.58118, -5.226667)]"
14023,usrn20010560,COURTHOUSE ROAD,Barnet,BARNET,LONDON,"[(54.58272, -5.218821), (54.582745, -5.218795), (54.582746, -5.218792), (54.582757, -5.218741), (54.582758, -5.21874), (54.582748, -5.21869), (54.582773, -5.218609), (54.582748, -5.21869), (54.581799, -5.223424), (54.581842, -5.223148), (54.581882, -5.222687), (54.58194, -5.222196), (54.581986, -5.221813), (54.582047, -5.221539), (54.582107, -5.221296), (54.58237, -5.220233), (54.582597, -5.219318), (54.58272, -5.218821), (54.582748, -5.21869), (54.582724, -5.218718), (54.582724, -5.21872), (54.582713, -5.21877), (54.582713, -5.21877), (54.58272, -5.218821)]"
14025,usrn20010580,COURTLAND AVENUE,Barnet,BARNET,LONDON,"[(54.542996, -5.194504), (54.542484, -5.194464), (54.542008, -5.194442), (54.541703, -5.194433), (54.541658, -5.19443), (54.541622, -5.194442), (54.541594, -5.194471), (54.541566, -5.1945), (54.541511, -5.194628), (54.541489, -5.19468)]"
14029,usrn20010630,COVERDALE ROAD,Barnet,BARNET,LONDON,"[(54.606428, -5.224736), (54.606393, -5.22468), (54.606367, -5.224639), (54.606264, -5.22446), (54.606221, -5.224379), (54.606009, -5.223898), (54.605983, -5.223865), (54.605841, -5.223792), (54.605815, -5.223774), (54.60578, -5.223725), (54.605724, -5.223604), (54.605607, -5.223353), (54.605607, -5.223353), (54.605527, -5.223183), (54.605607, -5.223353), (54.60568, -5.223252)]"
14037,usrn20010860,CRESCENT ROAD,Barnet,BARNET,LONDON,"[(54.5753, -5.237165), (54.575433, -5.236897), (54.575558, -5.236597), (54.575642, -5.236464), (54.575763, -5.236304), (54.575791, -5.236259), (54.57582, -5.236215), (54.57595, -5.236056), (54.576105, -5.23596), (54.576187, -5.23592), (54.576342, -5.23587), (54.576414, -5.23586), (54.576531, -5.235854), (54.576629, -5.235862), (54.576739, -5.2359), (54.576745, -5.235902), (54.576813, -5.235916), (54.576851, -5.235913), (54.576872, -5.235892), (54.576899, -5.235834), (54.57692, -5.235761)]"
14039,usrn20010920,CRESPIGNY ROAD,Barnet,BARNET,LONDON,"[(54.55564, -5.271403), (54.555661, -5.271931), (54.555662, -5.271972), (54.55567, -5.272272), (54.555686, -5.272691), (54.555755, -5.27477), (54.555796, -5.27615), (54.555831, -5.277297), (54.555855, -5.277717)]"
14041,usrn20011075,CRISPIN MEWS,Barnet,BARNET,LONDON,"[(54.574807, -5.265477), (54.574776, -5.267165)]"
14044,usrn20011140,CROFT CLOSE,Barnet,BARNET,LONDON,"[(54.542683, -5.200201), (54.542376, -5.199899), (54.542105, -5.19963)]"
14047,usrn20011200,CROMWELL CLOSE,Barnet,BARNET,LONDON,"[(54.591693, -5.259524), (54.591644, -5.259675), (54.591547, -5.25993), (54.591434, -5.260448), (54.591414, -5.260539), (54.591414, -5.260612), (54.591415, -5.260652), (54.591452, -5.260805), (54.591477, -5.260854), (54.591591, -5.260956), (54.591617, -5.26102), (54.591616, -5.261051), (54.591555, -5.261293)]"
14049,usrn20011330,CROWDER CLOSE,Barnet,BARNET,LONDON,"[(54.590397, -5.236218), (54.590279, -5.236268), (54.590213, -5.236295), (54.590197, -5.236301), (54.589822, -5.236442)]"
14050,usrn20011340,CROWN CLOSE,Barnet,BARNET,LONDON,"[(54.550821, -5.191001), (54.550716, -5.190725), (54.550716, -5.190725), (54.550739, -5.190591), (54.550716, -5.190725), (54.550639, -5.190719)]"
14060,usrn20012010,DEBDEN CLOSE,Barnet,BARNET,LONDON,"[(54.542106, -5.240088), (54.542023, -5.240081), (54.542004, -5.240654), (54.542007, -5.240532), (54.542023, -5.240081), (54.542023, -5.240081), (54.541941, -5.240075)]"
14061,usrn20012020,DECOY AVENUE,Barnet,BARNET,LONDON,"[(54.570572, -5.266503), (54.570997, -5.265763), (54.571213, -5.265409), (54.571325, -5.265263), (54.571409, -5.265146), (54.571595, -5.264944), (54.571752, -5.264771), (54.57238, -5.264141)]"
14062,usrn20012060,DEHAR CRESCENT,Barnet,BARNET,LONDON,"[(54.54854, -5.285529), (54.548554, -5.285545), (54.548556, -5.285576), (54.548538, -5.285606), (54.548519, -5.28562), (54.548502, -5.285603), (54.548493, -5.285587), (54.548494, -5.285556), (54.548504, -5.285526), (54.548521, -5.285518), (54.54854, -5.285529), (54.548929, -5.284771), (54.548612, -5.285194), (54.548602, -5.285224), (54.548562, -5.28536), (54.548551, -5.285437), (54.54854, -5.285529)]"
14063,usrn20012080,DELAMERE GARDENS,Barnet,BARNET,LONDON,"[(54.538175, -5.216239), (54.53826, -5.216756), (54.538423, -5.217743), (54.53844, -5.217852), (54.538584, -5.218776)]"
14067,usrn20012120,DENE ROAD,Barnet,BARNET,LONDON,"[(54.605462, -5.191653), (54.605019, -5.191743), (54.604694, -5.191795), (54.604622, -5.191789), (54.60456, -5.191753), (54.604508, -5.191672), (54.60433, -5.191271), (54.604289, -5.191143), (54.604257, -5.190986), (54.604053, -5.189934), (54.604033, -5.189806)]"
14068,usrn20012140,DENEHURST GARDENS,Barnet,BARNET,LONDON,"[(54.559355, -5.277658), (54.559606, -5.277337), (54.559755, -5.277148), (54.560037, -5.276683), (54.560149, -5.276499), (54.56031, -5.276234)]"
14075,usrn20012380,DERBY AVENUE,Barnet,BARNET,LONDON,"[(54.588826, -5.216857), (54.588792, -5.217102), (54.588747, -5.217764), (54.588698, -5.218287), (54.588633, -5.21904), (54.588533, -5.21942)]"
14077,usrn20012440,DERWENT AVENUE,Barnet,BARNET,LONDON,"[(54.539363, -5.218575), (54.539263, -5.217917), (54.539225, -5.217667), (54.539095, -5.216822), (54.539017, -5.216367), (54.539001, -5.216304)]"
14089,usrn20012800,DOLLIS MEWS,Barnet,BARNET,LONDON,"[(54.577863, -5.24034), (54.577922, -5.240226), (54.578011, -5.240053), (54.578033, -5.24001)]"
14095,usrn20012920,DORCHESTER GARDENS,Barnet,BARNET,LONDON,"[(54.578549, -5.261136), (54.579159, -5.26185), (54.579508, -5.262234)]"
14096,usrn20012950,DOUGLAS MEWS,Barnet,BARNET,LONDON,"[(54.569121, -5.308944), (54.569195, -5.30936), (54.569208, -5.309429), (54.569215, -5.309478)]"
14104,usrn20013320,DURHAM ROAD,Barnet,BARNET,LONDON,"[(54.598962, -5.260043), (54.599149, -5.258432), (54.599207, -5.257957), (54.599232, -5.257695), (54.599229, -5.257494), (54.599213, -5.257351), (54.599184, -5.257149), (54.599036, -5.255976), (54.598879, -5.254787), (54.59885, -5.254521), (54.598731, -5.253613), (54.59865, -5.253018)]"
14118,usrn20013880,EDMUNDS WALK,Barnet,BARNET,LONDON,"[(54.594894, -5.264094), (54.594867, -5.264112), (54.594832, -5.264083), (54.594819, -5.26402), (54.594835, -5.263959), (54.594872, -5.263937), (54.594907, -5.263965), (54.59492, -5.264028), (54.594894, -5.264094), (54.594894, -5.264094), (54.595231, -5.264715), (54.59527, -5.264823), (54.595268, -5.264893), (54.595004, -5.265115), (54.595004, -5.265115), (54.594986, -5.265129), (54.594046, -5.265952), (54.594028, -5.265966), (54.595004, -5.265115), (54.594902, -5.264179), (54.594894, -5.264094)]"
14126,usrn20014180,ELM GARDENS,Barnet,BARNET,LONDON,"[(54.589346, -5.256209), (54.589516, -5.256563), (54.589721, -5.256966), (54.589346, -5.256209), (54.589318, -5.256237), (54.589309, -5.256237), (54.5893, -5.256221), (54.589292, -5.256204), (54.589283, -5.256188), (54.589284, -5.256173), (54.589284, -5.256157), (54.589285, -5.256142), (54.589294, -5.256127), (54.589303, -5.256112), (54.589321, -5.256114), (54.58933, -5.256115), (54.589339, -5.256115), (54.589348, -5.256131), (54.589356, -5.256148), (54.589356, -5.256163), (54.589355, -5.256194), (54.589346, -5.256209)]"
14127,usrn20014200,ELM GROVE,Barnet,BARNET,LONDON,"[(54.564967, -5.314757), (54.565331, -5.315677), (54.565381, -5.315816), (54.565432, -5.315959), (54.565615, -5.316474), (54.565677, -5.31667), (54.565689, -5.316712), (54.565718, -5.316802), (54.565796, -5.317064), (54.565806, -5.317096), (54.565846, -5.317235)]"
14129,usrn20014220,ELM PARK GARDENS,Barnet,BARNET,LONDON,"[(54.562794, -5.271853), (54.563276, -5.270953)]"
14131,usrn20014240,ELM PARK ROAD,Barnet,BARNET,LONDON,"[(54.57501, -5.232189), (54.576918, -5.234136), (54.577444, -5.234657)]"
14134,usrn20014480,ELMHURST AVENUE,Barnet,BARNET,LONDON,"[(54.591085, -5.256394), (54.591663, -5.257292), (54.591981, -5.257798)]"
14136,usrn20014740,ESMAR CRESCENT,Barnet,BARNET,LONDON,"[(54.549518, -5.283287), (54.549697, -5.283642), (54.549801, -5.283836), (54.549848, -5.283927)]"
14137,usrn20014900,EVERSFIELD GARDENS,Barnet,BARNET,LONDON,"[(54.542781, -5.224272), (54.54299, -5.224861), (54.54319, -5.225433), (54.543248, -5.225604), (54.543315, -5.225799)]"
14139,usrn20014950,EXCHANGE CLOSE,Barnet,BARNET,LONDON,"[(54.608696, -5.197886), (54.608655, -5.197728)]"
14140,usrn20014960,EXETER ROAD,Barnet,BARNET,LONDON,"[(54.61314, -5.179586), (54.612841, -5.180164), (54.612755, -5.180358), (54.612512, -5.181037), (54.612289, -5.18167), (54.612201, -5.181914), (54.611852, -5.18289), (54.611639, -5.183462), (54.611495, -5.183807), (54.611476, -5.183852), (54.611322, -5.184228), (54.610938, -5.185174), (54.61068, -5.185742), (54.610651, -5.185802), (54.610624, -5.185839), (54.610586, -5.18589), (54.610411, -5.186046), (54.610235, -5.186234)]"
14148,usrn20015140,FAIRHOLME GARDENS,Barnet,BARNET,LONDON,"[(54.571453, -5.255864), (54.571343, -5.256614), (54.571213, -5.257748), (54.571187, -5.25804), (54.571165, -5.258874), (54.57117, -5.259014), (54.571217, -5.259621), (54.571263, -5.259888), (54.571278, -5.259998), (54.571462, -5.260848)]"
14156,usrn20015500,FARM WALK,Barnet,BARNET,LONDON,"[(54.576201, -5.273214), (54.575955, -5.273271), (54.57577, -5.273361)]"
14158,usrn20015520,FARNHAM CLOSE,Barnet,BARNET,LONDON,"[(54.58962, -5.176262), (54.589515, -5.176145), (54.589471, -5.176096), (54.589298, -5.175866), (54.589237, -5.175799), (54.589195, -5.175767), (54.589156, -5.175752), (54.589076, -5.17574), (54.589036, -5.175742), (54.588995, -5.175765), (54.588976, -5.175794), (54.588919, -5.175898), (54.588909, -5.175928), (54.588871, -5.176018), (54.588837, -5.176092), (54.588796, -5.176152), (54.588758, -5.176187), (54.58875, -5.176195), (54.588466, -5.176389), (54.588338, -5.176457), (54.588257, -5.176551)]"
14161,usrn20015600,FERNCROFT AVENUE,Barnet,BARNET,LONDON,"[(54.600689, -5.22278), (54.599686, -5.223305), (54.599158, -5.223573)]"
14165,usrn20015660,FERNSIDE,Barnet,BARNET,LONDON,"[(54.577175, -5.297524), (54.57721, -5.297235), (54.57723, -5.29709), (54.577235, -5.296961), (54.577236, -5.29683), (54.577244, -5.296648), (54.577266, -5.296434), (54.577032, -5.297481), (54.577094, -5.297517), (54.577139, -5.297536), (54.577175, -5.297524), (54.57697, -5.297786), (54.577059, -5.297824), (54.577095, -5.297827), (54.577104, -5.297812), (54.577175, -5.297524)]"
14169,usrn20015750,FILTON CLOSE,Barnet,BARNET,LONDON,"[(54.543637, -5.240529), (54.543548, -5.240973)]"
14175,usrn20015920,THE FIRS,Barnet,BARNET,LONDON,"[(54.594559, -5.186758), (54.594501, -5.187234), (54.594496, -5.187419), (54.594497, -5.187434), (54.594497, -5.187434), (54.5945, -5.187606), (54.594497, -5.187434), (54.594582, -5.187429)]"
14178,usrn20015960,FIRST AVENUE,Barnet,BARNET,LONDON,"[(54.562548, -5.261637), (54.562472, -5.260145), (54.562437, -5.259431), (54.562422, -5.259337), (54.562404, -5.259304)]"
14179,usrn20015980,FITZALAN ROAD,Barnet,BARNET,LONDON,"[(54.574866, -5.25431), (54.572478, -5.252835), (54.572381, -5.252765), (54.572179, -5.25261), (54.571932, -5.25242), (54.571403, -5.252037), (54.57113, -5.251815), (54.570604, -5.251324)]"
14182,usrn20016130,FLOWER MEWS,Barnet,BARNET,LONDON,"[(54.570067, -5.279972), (54.570001, -5.279852), (54.569879, -5.27969), (54.569794, -5.279498)]"
14183,usrn20016140,FOLKINGHAM LANE,Barnet,BARNET,LONDON,"[(54.541053, -5.236556), (54.540932, -5.236235), (54.540898, -5.23617), (54.540837, -5.236103)]"
14185,usrn20016180,FONT HILLS,Barnet,BARNET,LONDON,"[(54.588646, -5.245795), (54.588734, -5.246174), (54.588734, -5.246174), (54.588782, -5.24641), (54.588861, -5.246818), (54.588691, -5.24692), (54.588734, -5.246174), (54.588469, -5.246326), (54.588451, -5.246337), (54.588368, -5.246408), (54.588312, -5.246481), (54.588257, -5.246554), (54.588209, -5.246643), (54.588095, -5.246881), (54.587962, -5.247134), (54.587943, -5.247163), (54.587618, -5.247563), (54.587553, -5.247643)]"
14188,usrn20016240,FORELAND COURT,Barnet,BARNET,LONDON,"[(54.568535, -5.241302), (54.568112, -5.240974), (54.568049, -5.240907)]"
14190,usrn20016250,FOREST WALK,Barnet,BARNET,LONDON,"[(54.609168, -5.242005), (54.609103, -5.242359), (54.609092, -5.242466), (54.60908, -5.242884), (54.609084, -5.24307)]"
14191,usrn20016260,FORRES GARDENS,Barnet,BARNET,LONDON,"[(54.57649, -5.280264), (54.575828, -5.280544), (54.575766, -5.28057)]"
14193,usrn20016480,FRAMFIELD CLOSE,Barnet,BARNET,LONDON,"[(54.580255, -5.203365), (54.579912, -5.203756), (54.579756, -5.203898), (54.579619, -5.20398), (54.57941, -5.204041)]"
14194,usrn20016540,FREDERICKS PLACE,Barnet,BARNET,LONDON,"[(54.588266, -5.209228), (54.588273, -5.209227), (54.588461, -5.209242), (54.588503, -5.20922), (54.588589, -5.209175), (54.588616, -5.209161), (54.588643, -5.209158), (54.58877, -5.209142), (54.588922, -5.209154), (54.589461, -5.209197), (54.589497, -5.2092)]"
14196,usrn20016620,FRIARS AVENUE,Barnet,BARNET,LONDON,"[(54.600186, -5.207563), (54.600104, -5.207455), (54.59949, -5.206923), (54.59914, -5.2066), (54.599071, -5.206501), (54.599011, -5.206403), (54.59896, -5.206306), (54.598868, -5.20605), (54.598843, -5.205971), (54.598567, -5.204291)]"
14199,usrn20016780,FRIERN MOUNT DRIVE,Barnet,BARNET,LONDON,"[(54.59342, -5.177112), (54.593401, -5.177048), (54.593282, -5.176857), (54.59304, -5.176467), (54.592988, -5.176401), (54.592944, -5.176382), (54.592908, -5.176379), (54.592863, -5.176376), (54.592836, -5.176388), (54.592717, -5.176442), (54.592216, -5.176712), (54.591924, -5.17686), (54.591249, -5.17721), (54.59124, -5.177209), (54.590905, -5.177322), (54.590796, -5.17736), (54.590514, -5.177493), (54.59045, -5.177535), (54.590376, -5.177591), (54.590293, -5.177692), (54.590256, -5.177736), (54.589987, -5.178025), (54.589587, -5.178455), (54.589451, -5.178602), (54.589413, -5.178646), (54.589209, -5.178893), (54.589079, -5.179038)]"
14209,usrn20017210,GARDENERS CLOSE,Barnet,BARNET,LONDON,"[(54.607435, -5.194388), (54.607897, -5.194112)]"
14214,usrn20017360,GARSDALE CLOSE,Barnet,BARNET,LONDON,"[(54.607303, -5.22496), (54.607337, -5.225041), (54.607454, -5.225344), (54.607462, -5.225391), (54.607462, -5.225407), (54.607443, -5.225452), (54.607211, -5.225743), (54.606999, -5.22601), (54.606988, -5.226024), (54.606968, -5.226049), (54.606967, -5.226051), (54.606922, -5.226107), (54.606704, -5.226391), (54.606586, -5.226546), (54.606531, -5.226588), (54.606486, -5.2266), (54.60645, -5.226597), (54.606432, -5.226595), (54.606379, -5.22656), (54.606353, -5.226512), (54.606345, -5.226495), (54.606336, -5.226479), (54.606328, -5.226448), (54.606332, -5.226309), (54.606324, -5.226246), (54.606308, -5.226183), (54.606231, -5.225991), (54.606199, -5.225911), (54.606115, -5.225672), (54.606104, -5.225392)]"
14221,usrn20017620,GILLINGHAM ROAD,Barnet,BARNET,LONDON,"[(54.567743, -5.310333), (54.567727, -5.31027), (54.567719, -5.310238), (54.567713, -5.310145), (54.567724, -5.310068), (54.567719, -5.309913), (54.567712, -5.309851), (54.567523, -5.309201), (54.567294, -5.308403), (54.567274, -5.30833), (54.567121, -5.307776)]"
14224,usrn20017720,GLEBE CRESCENT,Barnet,BARNET,LONDON,"[(54.560972, -5.257411), (54.561221, -5.257465), (54.561228, -5.257467), (54.561419, -5.257508), (54.561489, -5.257576), (54.561532, -5.257641), (54.561557, -5.257705), (54.561598, -5.257863), (54.561691, -5.258752), (54.561695, -5.258954), (54.561684, -5.259097), (54.561684, -5.259099), (54.561652, -5.259523)]"
14229,usrn20017800,GLENDOR GARDENS,Barnet,BARNET,LONDON,"[(54.540399, -5.205311), (54.540508, -5.205582), (54.540608, -5.205899), (54.540693, -5.206076), (54.54078, -5.206207), (54.54083, -5.206334), (54.541177, -5.207475), (54.54125, -5.207775), (54.541318, -5.20795)]"
14232,usrn20017920,GLENWOOD ROAD,Barnet,BARNET,LONDON,"[(54.545072, -5.19861), (54.545047, -5.197958), (54.545034, -5.197597), (54.544963, -5.195709), (54.545254, -5.195084), (54.545026, -5.195664), (54.544963, -5.195709), (54.544948, -5.195136), (54.544961, -5.195632), (54.544963, -5.195709)]"
